emp_no,first_name,last_name,title,from_date,to_date
76842,Huican,Byoun,Engineer,6/13/2001,1/1/9999
76843,Dmitri,Bhattacharjee,Engineer,10/11/1987,10/10/1993
76843,Dmitri,Bhattacharjee,Senior Engineer,10/10/1993,1/1/9999
76849,Hailing,Itzigehl,Engineer,1/12/1998,1/1/9999
76853,Sanjit,Puppo,Engineer,8/25/1986,8/25/1994
76853,Sanjit,Puppo,Senior Engineer,8/25/1994,1/1/9999
76858,Danny,Thimonier,Assistant Engineer,1/9/1993,1/9/2002
76858,Danny,Thimonier,Engineer,1/9/2002,1/1/9999
76861,Hailing,Rusmann,Engineer,2/23/1996,5/14/1996
76865,Harjit,Thorelli,Senior Engineer,6/29/1990,1/1/9999
76871,Lokesh,Deville,Senior Staff,10/21/1995,5/25/1999
76872,Ramya,Frijda,Senior Staff,4/1/1993,1/1/9999
76876,Lalit,Hiraishi,Engineer,3/12/1996,1/1/9999
76878,Abdelwaheb,Turnbull,Staff,7/30/1995,1/1/9999
76879,Laurentiu,Crooks,Engineer,2/7/1997,7/22/1997
76881,Zsolt,Pusterhofer,Senior Staff,9/22/1996,1/1/9999
76881,Zsolt,Pusterhofer,Staff,9/23/1990,9/22/1996
76882,Kristen,Welham,Engineer,12/25/1996,3/25/2002
76884,Yechezkel,Sherertz,Engineer,1/26/1991,1/26/2000
76884,Yechezkel,Sherertz,Senior Engineer,1/26/2000,1/1/9999
76885,Heather,Snedden,Engineer,8/17/1989,8/17/1996
76885,Heather,Snedden,Senior Engineer,8/17/1996,1/1/9999
76886,Shaw,Makrucki,Engineer,8/4/1989,8/4/1997
76886,Shaw,Makrucki,Senior Engineer,8/4/1997,1/1/9999
76889,Danae,Mahnke,Senior Staff,4/28/1997,1/1/9999
76889,Danae,Mahnke,Staff,4/29/1991,4/28/1997
76891,Freyja,Ramsey,Engineer,10/27/1987,9/15/1993
76894,Aiman,Hennebert,Staff,6/30/1990,12/27/1992
76895,Souichi,Meriste,Engineer,4/1/1993,4/1/2000
76895,Souichi,Meriste,Senior Engineer,4/1/2000,1/1/9999
76896,Sandeepan,Sabnani,Staff,10/14/1993,6/16/2000
76897,Achilleas,Bamford,Engineer,7/27/1999,1/1/9999
76899,Hongzhu,Comte,Engineer,6/5/1987,6/5/1995
76899,Hongzhu,Comte,Senior Engineer,6/5/1995,1/1/9999
76901,Shaowen,Chiodo,Staff,5/10/1999,1/1/9999
76905,Honesty,Rajcani,Staff,2/6/1994,1/1/9999
76909,Samphel,Luft,Engineer,12/5/1992,12/5/2001
76909,Samphel,Luft,Senior Engineer,12/5/2001,1/1/9999
76912,Sanjoy,Rusmann,Engineer,1/27/1990,1/27/1999
76912,Sanjoy,Rusmann,Senior Engineer,1/27/1999,1/1/9999
76916,Yonghong,Morton,Engineer,3/19/1985,3/19/1992
76916,Yonghong,Morton,Senior Engineer,3/19/1992,1/1/9999
76923,Shigehito,Blokdijk,Engineer,6/22/1994,6/22/1999
76923,Shigehito,Blokdijk,Senior Engineer,6/22/1999,1/1/9999
76924,Dmitry,Cooke,Senior Staff,12/4/1999,1/1/9999
76924,Dmitry,Cooke,Staff,12/3/1992,12/4/1999
76932,Radoslaw,Perfilyeva,Senior Staff,10/18/2001,1/1/9999
76932,Radoslaw,Perfilyeva,Staff,10/18/1993,10/18/2001
76937,Shuji,Matzat,Senior Staff,4/3/1993,9/7/1995
76939,Xiping,Rodite,Engineer,7/3/1999,1/1/9999
76942,Wuxu,Koblick,Staff,10/8/1999,1/1/9999
76943,Sanjoy,Poulakidas,Assistant Engineer,7/17/1988,7/18/1995
76943,Sanjoy,Poulakidas,Engineer,7/18/1995,4/28/2002
76944,Niclas,Thiria,Engineer,5/10/1993,5/10/1999
76944,Niclas,Thiria,Senior Engineer,5/10/1999,1/1/9999
76946,Heng,Rijsenbrij,Staff,3/2/1998,1/1/9999
76948,Greger,Crabtree,Engineer,2/15/1991,2/15/1998
76948,Greger,Crabtree,Senior Engineer,2/15/1998,1/1/9999
76950,Mechthild,Legleitner,Staff,10/24/1998,1/1/9999
76957,Saniya,Rosca,Technique Leader,5/14/1988,1/1/9999
76958,Persi,Mellouli,Technique Leader,7/18/1999,1/1/9999
76960,Bingning,Chaudhury,Senior Staff,1/20/1996,1/1/9999
76960,Bingning,Chaudhury,Staff,1/20/1991,1/20/1996
76961,Luisa,Nishimukai,Engineer,5/26/1987,5/25/1992
76961,Luisa,Nishimukai,Senior Engineer,5/25/1992,1/1/9999
76964,Guangming,Lovengreen,Senior Staff,6/16/1999,1/1/9999
76970,Christfried,Langford,Technique Leader,5/2/1994,1/1/9999
76971,Mabo,Spataro,Assistant Engineer,6/19/1992,9/28/1997
76977,Sigeru,Stroustrup,Senior Staff,3/20/1994,1/1/9999
76977,Sigeru,Stroustrup,Staff,3/20/1985,3/20/1994
76978,Florina,Halloran,Assistant Engineer,1/14/1998,7/19/2001
76979,Claude,Fiutem,Senior Staff,12/2/1997,1/1/9999
76979,Claude,Fiutem,Staff,12/2/1988,12/2/1997
76983,Rajmohan,Ozeri,Senior Engineer,11/30/1993,1/1/9999
76985,Amalendu,Fontan,Senior Engineer,3/15/1991,1/1/9999
76986,Gianluca,Pearson,Technique Leader,11/18/1993,1/1/9999
76998,Tomoyuki,Mawatari,Engineer,8/3/1987,8/3/1995
76998,Tomoyuki,Mawatari,Senior Engineer,8/3/1995,3/23/1997
77002,Aran,Ratnakar,Senior Engineer,10/23/1988,1/1/9999
77004,Remzi,Janocha,Staff,5/26/1992,10/31/1994
77005,Hercules,Rosin,Staff,9/1/1997,1/1/9999
77010,Bojan,Peroz,Engineer,8/23/1994,8/22/2000
77010,Bojan,Peroz,Senior Engineer,8/22/2000,1/1/9999
77014,Barry,Redmiles,Technique Leader,4/25/1986,1/1/9999
77019,Nalini,Kropp,Senior Staff,1/13/1995,1/1/9999
77024,Fox,Ebeling,Engineer,10/21/1989,3/10/1991
77036,Miquel,Marrakchi,Senior Staff,7/22/1990,1/1/9999
77039,Susanta,Walston,Engineer,2/25/1987,2/25/1994
77039,Susanta,Walston,Senior Engineer,2/25/1994,1/1/9999
77040,Yongdong,Gecseg,Technique Leader,12/26/1989,4/12/2002
77042,Pranas,Barbanera,Engineer,5/10/1989,5/10/1996
77042,Pranas,Barbanera,Senior Engineer,5/10/1996,10/13/1999
77043,Shaibal,Argence,Senior Staff,12/16/1987,1/1/9999
77044,Gil,Zucker,Senior Staff,12/27/2001,1/1/9999
77044,Gil,Zucker,Staff,12/27/1996,12/27/2001
77046,Geoffry,Slutz,Staff,1/8/2000,1/1/9999
77052,Pohua,Hagimont,Engineer,7/11/1999,1/1/9999
77053,Lihong,Savasere,Senior Engineer,7/18/1998,1/4/2001
77055,Sashi,Oehlmann,Engineer,7/31/1991,7/30/2000
77055,Sashi,Oehlmann,Senior Engineer,7/30/2000,1/1/9999
77059,Garnik,Slobodova,Senior Staff,7/29/1996,1/1/9999
77059,Garnik,Slobodova,Staff,7/30/1987,7/29/1996
77060,Menkae,Kleiser,Engineer,1/29/1999,1/1/9999
77064,Hauke,Simmen,Senior Staff,1/2/1991,7/5/1992
77067,Cheong,Tokunaga,Engineer,6/2/1985,6/2/1992
77067,Cheong,Tokunaga,Senior Engineer,6/2/1992,1/1/9999
77068,Leucio,Rattan,Engineer,12/4/1988,12/4/1993
77068,Leucio,Rattan,Senior Engineer,12/4/1993,1/1/9999
77072,Isaac,Winter,Engineer,10/19/1991,10/19/1999
77072,Isaac,Winter,Senior Engineer,10/19/1999,1/1/9999
77075,Steen,Picaronny,Senior Staff,7/28/1990,1/1/9999
77077,Zengping,Peral,Technique Leader,8/1/1998,1/1/9999
77078,Yannik,Vakili,Engineer,11/20/1995,2/2/2001
77081,Rance,Fritzsche,Senior Staff,6/17/1994,1/1/9999
77081,Rance,Fritzsche,Staff,6/17/1986,6/17/1994
77083,Satoru,Vingron,Senior Staff,1/11/1990,3/26/1998
77084,Gao,Siegrist,Staff,11/15/1998,1/1/9999
77089,Renee,Wrigley,Engineer,8/25/1988,8/25/1997
77089,Renee,Wrigley,Senior Engineer,8/25/1997,1/1/9999
77092,Atilio,Baca,Staff,9/20/1987,3/22/1992
77100,Mihalis,Baaleh,Senior Engineer,12/25/1986,1/1/9999
77102,Gad,Hettesheimer,Senior Staff,8/7/1993,1/1/9999
77102,Gad,Hettesheimer,Staff,8/7/1985,8/7/1993
77106,Shuho,Perri,Engineer,10/6/1996,1/1/9999
77107,Adhemar,Lupu,Staff,6/5/1998,4/19/2001
77110,Rasiah,Stanger,Senior Staff,9/9/1996,1/1/9999
77110,Rasiah,Stanger,Staff,9/9/1989,9/9/1996
77116,Elrique,Staylopatis,Engineer,1/3/1991,3/16/1991
77118,Tristan,Marwedel,Engineer,4/20/1989,4/20/1994
77118,Tristan,Marwedel,Senior Engineer,4/20/1994,1/1/9999
77122,Sreekrishna,Mandell,Engineer,11/21/1996,1/1/9999
77125,LiMin,Rullman,Staff,3/5/1999,1/1/9999
77129,Jaques,Zaiane,Senior Staff,3/12/2002,1/1/9999
77129,Jaques,Zaiane,Staff,3/12/1994,3/12/2002
77133,Shahab,Genin,Senior Staff,3/13/1998,1/1/9999
77137,Avishai,Stanfel,Technique Leader,3/6/1991,1/1/9999
77138,Haldun,Karner,Staff,12/4/1997,1/1/9999
77139,Sanjiv,Wolniewicz,Senior Staff,9/11/1997,1/1/9999
77139,Sanjiv,Wolniewicz,Staff,9/12/1991,9/11/1997
77141,Shahab,Krzyzanowski,Staff,2/2/1997,1/1/9999
77143,Oddvar,Kaiser,Engineer,12/13/1994,12/13/1999
77143,Oddvar,Kaiser,Senior Engineer,12/13/1999,1/1/9999
77144,Gill,Milicia,Senior Staff,8/17/1992,1/1/9999
77145,Shooichi,Terlouw,Assistant Engineer,1/12/1999,1/1/9999
77147,Elrique,Baez,Engineer,12/13/1999,1/1/9999
77159,Naftaly,Awdeh,Senior Staff,11/11/2000,1/1/9999
77159,Naftaly,Awdeh,Staff,11/12/1994,11/11/2000
77168,Mihalis,Hofstetter,Staff,3/20/1997,1/10/1998
77173,Sachem,Merey,Senior Staff,12/18/1987,1/1/9999
77177,Nechama,Suwa,Engineer,12/6/1994,12/6/1999
77177,Nechama,Suwa,Senior Engineer,12/6/1999,1/1/9999
77179,Gonzalo,Garigliano,Staff,4/20/1999,1/1/9999
77181,Aiman,Irland,Senior Engineer,8/4/1997,1/1/9999
77183,Isaac,Schueller,Staff,7/26/1996,6/14/2001
77184,Vatsa,Kusakari,Senior Engineer,3/26/1986,1/1/9999
77186,Irene,Crooks,Senior Staff,10/27/1993,1/1/9999
77186,Irene,Crooks,Staff,10/27/1985,10/27/1993
77193,Keiichiro,Benzmuller,Assistant Engineer,11/22/1993,11/22/2001
77193,Keiichiro,Benzmuller,Engineer,11/22/2001,1/1/9999
77195,Owen,Birrer,Senior Staff,10/13/1992,1/1/9999
77195,Owen,Birrer,Staff,10/14/1987,10/13/1992
77196,Lillian,Benner,Senior Staff,3/13/1993,1/1/9999
77196,Lillian,Benner,Staff,3/13/1985,3/13/1993
77197,Ibibia,Bridgland,Staff,9/11/1998,1/1/9999
77201,Kiyotoshi,Butner,Staff,12/13/1999,1/1/9999
77203,Dante,Oppitz,Senior Engineer,9/30/1999,1/1/9999
77205,Toshiki,Nivat,Senior Staff,1/13/1994,1/1/9999
77208,Bartek,Malabarba,Technique Leader,11/23/1999,1/1/9999
77211,Kasturi,Msuda,Senior Staff,12/24/1998,1/1/9999
77212,Shaowen,Einsfeld,Technique Leader,11/24/1998,1/1/9999
77214,Fumitake,Kulisch,Staff,9/11/1992,2/18/1995
77218,Zhilian,Hettesheimer,Engineer,2/10/1997,1/1/9999
77225,Tomokazu,Cannard,Engineer,6/4/1986,6/4/1994
77225,Tomokazu,Cannard,Senior Engineer,6/4/1994,1/1/9999
77230,Hyuncheol,Varman,Staff,2/26/1991,2/28/1995
77231,Yuqun,Luft,Engineer,12/7/1988,12/8/1995
77231,Yuqun,Luft,Senior Engineer,12/8/1995,1/1/9999
77232,Kinh,Krogh,Senior Staff,11/13/1994,1/1/9999
77232,Kinh,Krogh,Staff,11/13/1985,11/13/1994
77234,Kazuhisa,Krohm,Engineer,5/1/1986,5/1/1991
77234,Kazuhisa,Krohm,Senior Engineer,5/1/1991,1/1/9999
77235,Nechama,Kilgour,Staff,10/3/1998,1/1/9999
77238,Eberhardt,Beausoleil,Senior Engineer,11/23/1991,1/1/9999
77239,Gregory,Lubachevsky,Engineer,8/13/1995,1/1/9999
77241,Uri,Sommen,Engineer,7/24/1992,7/24/1997
77241,Uri,Sommen,Senior Engineer,7/24/1997,1/1/9999
77244,Garnet,Docker,Staff,1/18/1997,1/1/9999
77245,Susanta,Baer,Assistant Engineer,9/10/1990,9/10/1995
77245,Susanta,Baer,Engineer,9/10/1995,9/9/2000
77245,Susanta,Baer,Senior Engineer,9/9/2000,1/1/9999
77247,Rajmohan,Luiz,Engineer,8/16/1988,4/8/1990
77250,Premal,Rothe,Senior Engineer,7/27/1999,1/1/9999
77256,Sreekrishna,Zolotykh,Engineer,4/30/1992,4/30/1998
77256,Sreekrishna,Zolotykh,Senior Engineer,4/30/1998,5/26/2002
77263,Arto,Keustermans,Senior Staff,9/30/1995,1/1/9999
77263,Arto,Keustermans,Staff,9/29/1988,9/30/1995
77264,Monique,Suomi,Staff,3/5/1998,1/1/9999
77266,Junichi,Dechter,Assistant Engineer,5/1/1991,5/1/1999
77266,Junichi,Dechter,Engineer,5/1/1999,6/11/2000
77269,Yuguang,Penz,Senior Staff,8/27/1995,1/1/9999
77269,Yuguang,Penz,Staff,8/27/1989,8/27/1995
77272,Xinglin,Hambrick,Staff,9/3/1997,1/1/9999
77279,Xuejun,Burnard,Staff,8/31/1997,1/1/9999
77289,Xiaobin,Katiyar,Senior Staff,6/10/1996,1/1/9999
77289,Xiaobin,Katiyar,Staff,6/11/1990,6/10/1996
77290,Sreenivas,Koblick,Engineer,6/20/1991,4/23/1999
77292,Berhard,Roccetti,Assistant Engineer,1/25/1995,1/25/2002
77292,Berhard,Roccetti,Engineer,1/25/2002,1/1/9999
77295,Weijing,Taubman,Senior Staff,6/17/1993,1/1/9999
77295,Weijing,Taubman,Staff,6/17/1985,6/17/1993
77297,Wanqing,Zumaque,Staff,4/14/1999,1/1/9999
77299,Kazuhisa,Beausoleil,Staff,3/12/1987,2/7/1989
77302,Lihong,Reinhart,Engineer,12/29/1985,12/29/1994
77302,Lihong,Reinhart,Senior Engineer,12/29/1994,1/1/9999
77304,Bluma,Guardalben,Staff,8/18/1996,1/1/9999
77309,Gay,Gewali,Engineer,3/3/1994,3/3/2002
77309,Gay,Gewali,Senior Engineer,3/3/2002,1/1/9999
77314,Augustine,Fabrizio,Engineer,12/16/1986,12/15/1992
77314,Augustine,Fabrizio,Senior Engineer,12/15/1992,1/1/9999
77316,Peternela,Milicic,Engineer,12/13/1987,12/13/1995
77316,Peternela,Milicic,Senior Engineer,12/13/1995,1/1/9999
77319,Ramzi,Sridhar,Technique Leader,7/16/1998,1/1/9999
77322,Edwin,Vandervoorde,Technique Leader,2/26/1998,1/1/9999
77324,Gila,Isaac,Senior Staff,2/21/1992,1/1/9999
77324,Gila,Isaac,Staff,2/21/1987,2/21/1992
77325,Feiyu,Brickell,Senior Staff,7/3/2002,1/1/9999
77325,Feiyu,Brickell,Staff,7/3/1994,7/3/2002
77331,Jolita,Restivo,Senior Staff,10/14/1994,1/1/9999
77331,Jolita,Restivo,Staff,10/14/1988,10/14/1994
77334,Jaber,Hegner,Engineer,2/16/1997,1/1/9999
77340,Bodh,Khalil,Engineer,8/26/1991,10/5/1998
77343,Shirish,Munke,Senior Staff,11/30/1994,1/1/9999
77344,Gian,Lorch,Technique Leader,4/5/1988,1/1/9999
77345,Jixiang,Klerer,Engineer,1/13/1992,2/9/1992
77346,Shir,Walston,Senior Staff,6/21/1999,1/1/9999
77346,Shir,Walston,Staff,6/21/1990,6/21/1999
77348,Irene,Teitelbaum,Assistant Engineer,4/20/1994,4/20/2001
77348,Irene,Teitelbaum,Engineer,4/20/2001,1/1/9999
77349,Goncalo,Butterworth,Senior Staff,7/11/1990,1/1/9999
77349,Goncalo,Butterworth,Staff,7/11/1985,7/11/1990
77351,Genta,Piveteau,Staff,3/14/1998,9/4/1998
77353,Bingning,Spell,Engineer,6/25/1992,6/26/1999
77353,Bingning,Spell,Senior Engineer,6/26/1999,1/1/9999
77358,Sangeeta,Zaccaria,Engineer,11/6/1992,11/7/1999
77358,Sangeeta,Zaccaria,Senior Engineer,11/7/1999,10/17/2001
77359,Anneke,Dengi,Staff,2/24/1994,1/1/9999
77363,Ult,Sommer,Senior Engineer,7/13/1994,1/1/9999
77365,Elvia,Haddadi,Senior Staff,6/19/1994,1/1/9999
77365,Elvia,Haddadi,Staff,6/19/1987,6/19/1994
77366,Lobel,Zhang,Senior Engineer,5/29/1993,4/3/1995
77372,Waiman,Sgarro,Engineer,5/3/1996,11/25/1999
77373,Nagui,Foote,Senior Staff,10/29/2000,1/1/9999
77373,Nagui,Foote,Staff,10/29/1992,10/29/2000
77374,Laurentiu,Greibach,Engineer,7/23/1987,7/22/1992
77374,Laurentiu,Greibach,Senior Engineer,7/22/1992,1/1/9999
77375,Nalini,Markovitch,Staff,2/7/1992,10/3/1995
77378,Zissis,Crelier,Senior Engineer,3/3/1988,1/1/9999
77382,Reuven,Rothenberg,Staff,5/6/1995,1/1/9999
77385,Kristinn,Avouris,Senior Staff,6/6/2000,1/1/9999
77385,Kristinn,Avouris,Staff,6/7/1995,6/6/2000
77386,Bowen,McFarlan,Senior Staff,7/3/1995,1/1/9999
77386,Bowen,McFarlan,Staff,7/3/1986,7/3/1995
77390,Gully,Larfeldt,Senior Staff,9/2/1985,1/1/9999
77391,JiYoung,Polupanov,Technique Leader,2/23/1986,1/1/9999
77394,Mary,Wielonsky,Engineer,10/14/1986,10/14/1994
77394,Mary,Wielonsky,Senior Engineer,10/14/1994,1/1/9999
77396,Spyrose,Ohori,Senior Staff,4/1/1989,1/1/9999
77404,Hiroyasu,Bressoud,Staff,11/7/1999,1/1/9999
77406,Surveyors,Choobineh,Senior Engineer,11/25/1986,1/1/9999
77410,Kazuhiko,Ranka,Senior Staff,3/14/2001,1/1/9999
77410,Kazuhiko,Ranka,Staff,3/14/1993,3/14/2001
77414,Kwun,Lienhardt,Engineer,5/29/1996,5/29/2001
77414,Kwun,Lienhardt,Senior Engineer,5/29/2001,1/1/9999
77416,Wayne,Kalorkoti,Senior Staff,8/27/1998,3/1/2001
77420,Jiakeng,Masand,Engineer,12/20/1989,12/20/1994
77420,Jiakeng,Masand,Senior Engineer,12/20/1994,1/1/9999
77426,Jungsoon,Zeidenstein,Senior Staff,5/16/2000,1/1/9999
77426,Jungsoon,Zeidenstein,Staff,5/17/1991,5/16/2000
77431,Malu,Neiman,Assistant Engineer,4/18/1986,7/11/1989
77435,Dmitri,Vitiello,Technique Leader,10/31/1992,1/1/9999
77438,Dekang,Engberts,Engineer,4/24/1986,4/23/1992
77438,Dekang,Engberts,Senior Engineer,4/23/1992,1/1/9999
77441,Sachio,Luca,Engineer,9/21/1987,9/21/1994
77441,Sachio,Luca,Senior Engineer,9/21/1994,1/1/9999
77454,Guttorm,Radhakrishnan,Staff,2/23/1997,8/19/2000
77455,Atilio,Coullard,Engineer,3/30/1988,3/30/1994
77455,Atilio,Coullard,Senior Engineer,3/30/1994,1/1/9999
77456,Kristina,Pettis,Senior Staff,5/11/2002,1/1/9999
77456,Kristina,Pettis,Staff,5/11/1993,5/11/2002
77457,Chinho,Heemskerk,Senior Engineer,5/24/1991,1/1/9999
77458,Subhankar,Cannard,Engineer,12/14/1988,12/14/1996
77458,Subhankar,Cannard,Senior Engineer,12/14/1996,1/1/9999
77460,Kiam,Usdin,Engineer,10/28/1987,10/27/1993
77460,Kiam,Usdin,Senior Engineer,10/27/1993,1/1/9999
77466,Takahiro,Matzel,Engineer,11/28/1988,11/28/1993
77466,Takahiro,Matzel,Senior Engineer,11/28/1993,1/1/9999
77469,Constantino,Lanzelotte,Senior Staff,10/15/1987,1/1/9999
77470,Moie,Fiebach,Senior Staff,4/7/1997,1/1/9999
77470,Moie,Fiebach,Staff,4/7/1989,4/7/1997
77475,Chinho,Ouhyoung,Senior Engineer,12/26/1988,1/1/9999
77481,Kitty,Picel,Senior Staff,10/31/1994,1/1/9999
77481,Kitty,Picel,Staff,10/31/1986,10/31/1994
77484,Francesca,Setlzner,Engineer,2/25/1999,7/11/2002
77496,Jingling,Iacovou,Staff,4/14/1999,1/1/9999
77500,Takahira,Iwayama,Senior Staff,7/6/1996,1/1/9999
77500,Takahira,Iwayama,Staff,7/6/1988,7/6/1996
77501,Vishu,Hemaspaandra,Engineer,2/28/1996,1/1/9999
77518,Manohar,Gruenwald,Staff,9/18/1996,1/23/2001
77519,Sachar,Azulay,Engineer,10/25/1997,1/1/9999
77520,Toshimori,Androutsos,Technique Leader,11/14/1996,1/1/9999
77524,Naftaly,Usery,Senior Staff,3/4/1995,1/1/9999
77524,Naftaly,Usery,Staff,3/4/1990,3/4/1995
77527,Adit,McFarlan,Senior Staff,3/2/1990,12/21/1998
77527,Adit,McFarlan,Staff,3/2/1985,3/2/1990
77531,Padma,Czaja,Assistant Engineer,8/11/1990,8/11/1998
77531,Padma,Czaja,Engineer,8/11/1998,1/1/9999
77535,Yonghong,Codenie,Senior Staff,5/23/1992,1/1/9999
77535,Yonghong,Codenie,Staff,5/23/1985,5/23/1992
77538,Masadi,Remmers,Engineer,3/9/1986,3/9/1995
77538,Masadi,Remmers,Senior Engineer,3/9/1995,1/1/9999
77540,Tse,Werthner,Senior Engineer,12/22/1986,1/1/9999
77541,Hideo,Furudate,Engineer,1/30/1986,1/30/1994
77541,Hideo,Furudate,Senior Engineer,1/30/1994,1/1/9999
77543,Constantino,Cannard,Engineer,10/1/1995,5/22/1996
77544,Masali,Borovoy,Staff,12/15/1999,1/1/9999
77545,Gopalakrishnan,Paciorek,Engineer,11/9/1987,11/9/1994
77545,Gopalakrishnan,Paciorek,Senior Engineer,11/9/1994,1/1/9999
77547,Naraig,Jeong,Engineer,10/26/1990,10/25/1996
77547,Naraig,Jeong,Senior Engineer,10/25/1996,1/1/9999
77551,Lansing,Ossenbruggen,Senior Staff,5/28/1988,1/1/9999
77554,Troy,Iisaka,Engineer,6/14/1987,6/13/1993
77554,Troy,Iisaka,Senior Engineer,6/13/1993,1/1/9999
77557,Taisook,Khalid,Staff,12/12/1994,9/1/1996
77558,Ranga,Welham,Engineer,8/9/1987,8/8/1996
77558,Ranga,Welham,Senior Engineer,8/8/1996,1/1/9999
77560,Alain,Waschkowski,Assistant Engineer,11/27/1993,7/8/1999
77562,Gianluca,Openshaw,Senior Engineer,12/14/1985,1/1/9999
77564,Susumu,Matzen,Staff,2/11/1998,11/27/1999
77567,Guiseppe,Erdi,Senior Engineer,11/22/1996,1/1/9999
77568,Erzsebet,Peck,Senior Staff,5/20/2001,1/1/9999
77568,Erzsebet,Peck,Staff,5/20/1993,5/20/2001
77570,Ingemar,Vrecion,Assistant Engineer,1/14/1994,1/14/2002
77570,Ingemar,Vrecion,Engineer,1/14/2002,3/22/2002
77571,Odoardo,Coorg,Senior Staff,12/7/1996,1/1/9999
77571,Odoardo,Coorg,Staff,12/8/1990,12/7/1996
77573,Gro,Barriga,Senior Staff,10/1/2000,1/1/9999
77573,Gro,Barriga,Staff,10/2/1994,10/1/2000
77574,Lalit,Keustermans,Staff,4/14/1996,1/1/9999
77575,Kristinn,Rathonyi,Senior Staff,9/16/1989,1/1/9999
77579,Shooichi,Mandelberg,Senior Staff,4/5/1986,4/20/2002
77583,Goa,Rosay,Senior Staff,7/12/2001,1/1/9999
77583,Goa,Rosay,Staff,7/12/1994,7/12/2001
77585,Ennio,Rossi,Technique Leader,9/9/1996,12/21/2001
77597,Oddvar,Straney,Senior Engineer,7/21/1993,1/1/9999
77599,Gudjon,Rosca,Senior Staff,4/23/1995,1/1/9999
77599,Gudjon,Rosca,Staff,4/22/1988,4/23/1995
77601,Frederique,Toyoshima,Senior Staff,5/3/1994,1/1/9999
77601,Frederique,Toyoshima,Staff,5/3/1986,5/3/1994
77605,Sastry,Brendel,Senior Staff,9/30/1993,11/1/1997
77610,Sanjeeva,Kadhim,Senior Engineer,11/29/1993,1/1/9999
77613,Stabislas,Frijda,Staff,7/28/1997,1/1/9999
77615,Jianwen,Krupka,Staff,11/4/1999,1/1/9999
77618,Vasilii,Ranze,Staff,1/7/1997,1/1/9999
77623,Takushi,Anger,Engineer,8/21/1987,8/20/1993
77623,Takushi,Anger,Senior Engineer,8/20/1993,1/1/9999
77631,Szabolcs,Kitsuregawa,Assistant Engineer,10/13/1995,3/15/2001
77641,Berni,Nishimukai,Senior Staff,4/6/1993,1/1/9999
77641,Berni,Nishimukai,Staff,4/7/1987,4/6/1993
77642,Kotesh,Weedon,Technique Leader,3/28/1992,1/1/9999
77643,Remzi,Skogmar,Senior Staff,2/25/1995,1/1/9999
77644,Ziva,Swen,Senior Engineer,7/25/1985,1/1/9999
77650,Idoia,Bennis,Engineer,10/4/1988,10/4/1993
77650,Idoia,Bennis,Senior Engineer,10/4/1993,1/1/9999
77652,Arumugam,Schicker,Senior Staff,5/15/2002,1/1/9999
77652,Arumugam,Schicker,Staff,5/15/1996,5/15/2002
77653,Geraldo,Chartres,Engineer,6/12/1998,1/1/9999
77654,Jacqueline,Kermarrec,Staff,6/11/1998,1/1/9999
77659,Owen,Sridhar,Senior Staff,12/31/1992,1/1/9999
77659,Owen,Sridhar,Staff,1/1/1987,12/31/1992
77663,Taiji,Lamma,Engineer,12/27/1993,12/27/2000
77663,Taiji,Lamma,Senior Engineer,12/27/2000,1/1/9999
77665,Paddy,Fargier,Engineer,7/10/1998,1/1/9999
77675,Mohua,Domenig,Senior Staff,3/19/2000,1/1/9999
77675,Mohua,Domenig,Staff,3/19/1992,3/19/2000
77678,Billur,Peyn,Engineer,9/5/1997,1/1/9999
77688,Make,Wegerle,Engineer,1/1/1989,1/1/1997
77688,Make,Wegerle,Senior Engineer,1/1/1997,1/1/9999
77689,Abdelkader,Swan,Senior Staff,11/15/1992,1/1/9999
77689,Abdelkader,Swan,Staff,11/16/1986,11/15/1992
77690,Nahum,Thorensen,Senior Staff,8/10/1996,10/21/2001
77691,Christoper,Showalter,Staff,1/8/1997,1/1/9999
77694,Brigham,Servieres,Senior Staff,12/29/1997,1/1/9999
77694,Brigham,Servieres,Staff,12/29/1992,12/29/1997
77696,Janche,Veeraraghavan,Staff,3/21/1996,1/1/9999
77699,Shalesh,Matzke,Staff,1/12/1998,1/1/9999
77701,Marie,Kalorkoti,Staff,10/10/1986,5/7/1992
77702,Barna,Jiang,Senior Staff,11/22/1993,1/1/9999
77702,Barna,Jiang,Staff,11/22/1988,11/22/1993
77706,Yinlin,Nitsch,Senior Staff,3/17/1999,2/20/2001
77706,Yinlin,Nitsch,Staff,3/17/1991,3/17/1999
77710,Gaurav,Weedon,Staff,12/4/1997,1/1/9999
77711,Mara,Passafiume,Engineer,9/5/1994,9/5/1999
77711,Mara,Passafiume,Senior Engineer,9/5/1999,1/1/9999
77712,Hercules,Casley,Senior Staff,7/29/1997,1/1/9999
77712,Hercules,Casley,Staff,7/29/1990,7/29/1997
77720,Pramod,Saoudi,Senior Staff,8/23/1990,1/1/9999
77722,Bodo,Denti,Senior Staff,3/11/1992,1/1/9999
77722,Bodo,Denti,Staff,3/11/1985,3/11/1992
77728,Tsz,Oaver,Engineer,11/11/1996,1/1/9999
77731,Xiping,Plumb,Senior Staff,1/4/1998,1/1/9999
77731,Xiping,Plumb,Staff,1/5/1992,1/4/1998
77732,Fumino,Zizka,Senior Staff,2/1/1995,1/1/9999
